"","ridageyr","dmdeduc2","INDFMPIR","riagendr_1","race_1","race_2","race_3","race_4"
"1071",2.82842712474619,1.73205080756888,1.62480768092719,0,1,0,0,0
"1073",4.35889894354067,2,2.08566536146142,0,0,1,0,0
"1074",2.64575131106459,1,1.88944436276912,1,0,1,0,0
"1076",0,1.4142135623731,1.51986841535707,1,1,0,0,0
"1077",1.4142135623731,1.4142135623731,2.10475651798492,0,0,0,1,0
"1079",4.35889894354067,0,1.76918060129541,1,0,1,0,0
"1080",2.44948974278318,1.4142135623731,1.31909059582729,0,0,0,1,0
"1081",2.64575131106459,2,2.15870331449229,0,0,1,0,0
"1082",2.23606797749979,1.4142135623731,1.14017542509914,0,1,0,0,0
"1083",1.4142135623731,1.73205080756888,2.23606797749979,0,0,0,0,1
"1084",2.64575131106459,0,0.877496438739212,0,0,0,1,0
"1085",0,0,1.21243556529821,1,1,0,0,0
"1086",4.47213595499958,0,1.12249721603218,1,1,0,0,0
"1087",1.4142135623731,0,1.00995049383621,1,0,0,1,0
"1088",2.23606797749979,1,1.17473401244707,0,0,1,0,0
"1089",1.73205080756888,1.73205080756888,1.88414436814168,1,0,1,0,0
"1090",3.74165738677394,1.73205080756888,1.93390796058137,1,1,0,0,0
"1092",4.47213595499958,0,2.13541565040626,1,0,0,1,0
"1093",4.47213595499958,1,1.89208879284245,1,1,0,0,0
"1094",3.60555127546399,1.4142135623731,1.72336879396141,1,0,1,0,0
"1095",2.44948974278318,1.73205080756888,1.84932420089069,0,0,0,1,0
"1098",1,1.73205080756888,1.46628782986152,0,0,0,0,1
"1099",4.12310562561766,2,1.90787840283389,1,0,0,0,1
"1100",2,1.73205080756888,1.9157244060668,1,0,1,0,0
"1101",2.23606797749979,1.4142135623731,2.08326666559997,1,0,1,0,0
"1102",2,1.4142135623731,1.12249721603218,0,1,0,0,0
"1106",4.47213595499958,2,2.23606797749979,1,1,0,0,0
"1107",3.74165738677394,0,1.03923048454133,0,0,0,0,1
"1108",4.47213595499958,1.4142135623731,0.848528137423857,0,1,0,0,0
"1109",1.4142135623731,0,2.14242852856286,1,0,1,0,0
"1110",3.60555127546399,2,2.23606797749979,1,0,1,0,0
"1111",3.16227766016838,1.4142135623731,1.6431676725155,0,1,0,0,0
"1112",1.73205080756888,1.73205080756888,1.84390889145858,0,1,0,0,0
"1114",2.44948974278318,2,2.23606797749979,0,0,1,0,0
"1115",4.47213595499958,1.73205080756888,1.40712472794703,0,1,0,0,0
"1116",3,1,1.05830052442584,1,0,0,0,1
"1117",0,1.4142135623731,1.32664991614216,1,0,1,0,0
"1118",2.23606797749979,0,0.761577310586391,1,0,0,1,0
"1119",4.47213595499958,2,1.24096736459909,1,0,1,0,0
"1120",1.4142135623731,1.73205080756888,1.2328828005938,0,1,0,0,0
"1121",1.73205080756888,1.73205080756888,1.61245154965971,0,1,0,0,0
"1122",3.16227766016838,1.4142135623731,1.37113092008021,0,0,1,0,0
"1123",2.44948974278318,2,2.23606797749979,0,1,0,0,0
"1124",4.35889894354067,2,1.3228756555323,0,1,0,0,0
"1125",1.73205080756888,1.73205080756888,1.18743420870379,0,0,0,1,0
"1127",2.23606797749979,2,2.23606797749979,0,1,0,0,0
"1128",2.23606797749979,1.4142135623731,0.721110255092798,0,0,0,1,0
"1131",3,1,0.8,1,0,1,0,0
"1132",4.47213595499958,1,1.03923048454133,0,1,0,0,0
"1133",1,1.73205080756888,2.01494416796099,0,0,1,0,0
"1134",4.47213595499958,1.4142135623731,2.06639783197718,0,1,0,0,0
"1135",3.16227766016838,1.73205080756888,1.64924225024706,0,0,1,0,0
"1136",2,0,0.670820393249937,1,0,0,0,1
"1137",2,1,1.03440804327886,1,0,0,0,1
"1138",1,1.4142135623731,1.81934053986603,1,0,1,0,0
"1140",2.64575131106459,1.73205080756888,1.22474487139159,1,0,1,0,0
"1141",4.47213595499958,2,2.23606797749979,1,0,0,0,1
"1142",3.16227766016838,1,0.989949493661167,1,0,1,0,0
"1143",3.16227766016838,1,1.35646599662505,1,0,1,0,0
"1144",4.47213595499958,1.4142135623731,1.21243556529821,0,1,0,0,0
"1145",2.23606797749979,1.73205080756888,2.18174242292714,1,0,0,0,1
"1146",2.23606797749979,2,2.05182845286832,1,0,1,0,0
"1147",1.73205080756888,0,0.509901951359279,1,0,0,0,1
"1148",2.82842712474619,2,2.23606797749979,1,1,0,0,0
"1149",4.35889894354067,1,2.18174242292714,1,0,1,0,0
"1150",1.73205080756888,1.4142135623731,1.15758369027902,0,0,1,0,0
"1151",3.3166247903554,1.4142135623731,1.42828568570857,1,1,0,0,0
"1152",2.23606797749979,2,1.55884572681199,1,0,0,0,1
"1153",2,0,1.05830052442584,0,0,0,0,1
"1154",3.87298334620742,1.73205080756888,1.54596248337403,1,0,1,0,0
"1155",4.47213595499958,0,1.14017542509914,0,0,0,1,0
"1156",1.73205080756888,0,0.6,0,0,1,0,0
"1157",1,1.4142135623731,2.23606797749979,1,0,0,1,0
"1158",3,1.4142135623731,1.04403065089106,1,0,0,1,0
"1159",4.35889894354067,2,2.23606797749979,1,1,0,0,0
"1160",4.47213595499958,1.73205080756888,2.23606797749979,0,1,0,0,0
"1162",1.4142135623731,1.4142135623731,1.13578166916005,1,1,0,0,0
"1163",3.87298334620742,0,1.00995049383621,0,0,0,1,0
"1165",3.16227766016838,2,2.23606797749979,1,0,1,0,0
"1167",1.73205080756888,1.73205080756888,1.81934053986603,0,0,1,0,0
"1169",2.23606797749979,2,2.23606797749979,0,1,0,0,0
"1170",3.74165738677394,1,1.12694276695846,0,1,0,0,0
"1171",2.23606797749979,1,0.91104335791443,1,0,1,0,0
"1172",3.87298334620742,2,2.23606797749979,0,1,0,0,0
"1173",2.44948974278318,1,0.824621125123532,1,0,1,0,0
"1174",4.12310562561766,2,1.40356688476182,0,1,0,0,0
"1175",2.82842712474619,1.73205080756888,1.49666295470958,1,1,0,0,0
"1176",4.47213595499958,1.73205080756888,1.35646599662505,0,1,0,0,0
"1177",3.16227766016838,1.73205080756888,1.84390889145858,0,1,0,0,0
"1178",1.4142135623731,1.4142135623731,2.05669638012031,1,0,1,0,0
"1179",3,1.73205080756888,2.21810730128188,0,1,0,0,0
"1180",4.47213595499958,1.4142135623731,1.64012194668567,0,1,0,0,0
"1181",4.47213595499958,1.73205080756888,2.07364413533277,0,1,0,0,0
"1182",1,1,1.30384048104053,0,0,0,1,0
"1183",3.60555127546399,1.73205080756888,2.23606797749979,1,1,0,0,0
"1184",1.4142135623731,1.4142135623731,1.51986841535707,0,0,1,0,0
"1185",4.35889894354067,1.73205080756888,1.46628782986152,1,0,1,0,0
"1186",1.4142135623731,1.73205080756888,2.23606797749979,0,0,1,0,0
"1187",4.47213595499958,1,1.37840487520902,0,1,0,0,0
"1188",3,0,0.979795897113271,0,0,0,0,1
"1189",0,2,2.23606797749979,1,1,0,0,0
"1190",3.16227766016838,0,1.08627804912002,0,0,1,0,0
"1191",2.64575131106459,1.4142135623731,0.905538513813742,1,0,1,0,0
"1192",1,0,1.00498756211209,1,0,0,1,0
"1193",1.73205080756888,1.73205080756888,2.23606797749979,0,0,1,0,0
"1195",3.46410161513775,1,1.6431676725155,0,0,1,0,0
"1196",2.64575131106459,0,0.812403840463596,0,0,0,1,0
"1197",1.4142135623731,1.4142135623731,2.23606797749979,0,0,1,0,0
"1198",4.47213595499958,1.73205080756888,1.113552872566,0,1,0,0,0
"1199",0,1.73205080756888,1.77200451466693,1,0,1,0,0
"1200",0,2,2.23606797749979,1,0,1,0,0
"1201",3.60555127546399,0,1.58429795177549,1,1,0,0,0
"1202",1.4142135623731,1.4142135623731,1.31909059582729,1,0,0,0,1
"1203",2.23606797749979,1.4142135623731,1.86815416922694,0,1,0,0,0
"1204",3.60555127546399,0,0.854400374531753,0,0,0,1,0
"1205",1.73205080756888,1.73205080756888,1.35646599662505,1,0,0,1,0
"1206",1.4142135623731,1.73205080756888,2.23606797749979,0,0,0,1,0
"1207",0,1,0.678232998312527,0,0,0,1,0
"1208",4.47213595499958,1,1.13578166916005,1,1,0,0,0
"1209",3.74165738677394,0,1.27279220613579,0,0,0,1,0
"1210",1.4142135623731,1.73205080756888,2.23606797749979,1,0,0,0,1
"1211",1,1,1.37477270848675,0,0,0,0,1
"1212",3.16227766016838,2,2.23606797749979,1,0,1,0,0
"1213",4.47213595499958,1.73205080756888,1.49666295470958,0,1,0,0,0
"1214",2.23606797749979,1.73205080756888,1.15325625946708,1,0,0,0,1
"1215",4.47213595499958,1.73205080756888,2.23606797749979,1,1,0,0,0
"1216",1,1.73205080756888,1.4,0,0,1,0,0
"1217",1.4142135623731,2,2.23606797749979,0,1,0,0,0
"1219",0,1.4142135623731,1.9157244060668,0,0,0,1,0
"1220",4.47213595499958,1.4142135623731,1.13578166916005,0,1,0,0,0
"1221",4.47213595499958,1.4142135623731,1.14891252930761,1,1,0,0,0
"1222",1,2,2.23606797749979,0,1,0,0,0
"1224",4.12310562561766,1,1.8165902124585,1,1,0,0,0
"1227",3,1,0.916515138991168,1,0,1,0,0
"1228",0,1.73205080756888,1.28452325786651,0,0,1,0,0
"1229",0,2,2.23606797749979,0,1,0,0,0
"1230",2.82842712474619,1.73205080756888,0.92736184954957,1,1,0,0,0
"1231",1.73205080756888,2,2.2113344387496,0,1,0,0,0
"1232",3.3166247903554,1,2.23606797749979,1,1,0,0,0
"1233",4.47213595499958,1.4142135623731,1.64012194668567,0,0,0,1,0
"1234",2.64575131106459,1.4142135623731,1.16619037896906,1,0,0,1,0
"1235",1.73205080756888,1.4142135623731,0.842614977317636,1,0,1,0,0
"1236",1.73205080756888,1,1.37477270848675,1,0,0,1,0
"1237",4.12310562561766,1.4142135623731,1.15758369027902,1,0,1,0,0
"1238",4,1.73205080756888,2.23606797749979,1,0,1,0,0
"1239",4.47213595499958,1.4142135623731,1.01488915650922,1,1,0,0,0
"1240",4,1.73205080756888,1.89208879284245,0,0,0,0,1
"1243",3,1.73205080756888,2.21810730128188,0,1,0,0,0
"1244",1.73205080756888,1,1.69115345252878,0,1,0,0,0
"1245",4.47213595499958,1.4142135623731,1.35646599662505,1,0,1,0,0
"1246",4.47213595499958,1.73205080756888,1.79443584449264,0,1,0,0,0
"1248",4.47213595499958,1.73205080756888,2.23606797749979,0,1,0,0,0
"1249",1.73205080756888,1.73205080756888,2.13541565040626,1,0,0,1,0
"1250",2.23606797749979,1.73205080756888,2.23606797749979,0,0,0,1,0
"1252",2.23606797749979,1.73205080756888,2.23606797749979,1,0,0,0,1
"1253",3.87298334620742,1.73205080756888,2.16564078277077,0,1,0,0,0
"1254",1,2,2.23606797749979,1,1,0,0,0
"1256",3.16227766016838,1,1.42828568570857,0,0,1,0,0
"1257",3.87298334620742,1.73205080756888,1.19582607431014,1,1,0,0,0
"1258",4.35889894354067,1,1.90787840283389,0,0,0,1,0
"1259",0,2,1.9824227601599,0,0,1,0,0
"1260",4.47213595499958,1.73205080756888,1.59687194226713,1,0,0,0,1
"1261",4.47213595499958,0,0.959166304662544,0,0,1,0,0
"1263",1.73205080756888,1,0.842614977317636,1,1,0,0,0
"1264",4.47213595499958,1.4142135623731,1.0770329614269,1,1,0,0,0
"1265",4.47213595499958,2,1.37113092008021,0,1,0,0,0
"1266",2.64575131106459,0,1.42828568570857,0,1,0,0,0
"1267",3.3166247903554,1.73205080756888,2.23606797749979,1,1,0,0,0
"1269",0,1,1.95448202856921,1,0,0,0,1
"1270",4.47213595499958,1.73205080756888,1.3490737563232,1,1,0,0,0
"1271",2,2,2.23606797749979,1,1,0,0,0
"1272",0,2,2.23606797749979,1,1,0,0,0
"1273",2,1.4142135623731,1.69115345252878,0,1,0,0,0
"1275",2.44948974278318,1,0.824621125123532,0,0,1,0,0
"1276",4.12310562561766,2,2.23606797749979,1,0,1,0,0
"1277",1.73205080756888,1.73205080756888,2.23606797749979,1,1,0,0,0
"1278",0,1.73205080756888,1.72336879396141,1,0,0,1,0
"1279",1.4142135623731,2,0.9,1,1,0,0,0
"1280",0,1,0.94339811320566,1,0,0,1,0
"1281",3.87298334620742,1.73205080756888,0.99498743710662,1,0,0,0,1
"1282",3.60555127546399,1.4142135623731,1.2328828005938,1,0,1,0,0
"1283",3.16227766016838,1,1.84390889145858,1,1,0,0,0
"1284",3.87298334620742,0,0.741619848709566,0,1,0,0,0
"1286",4.24264068711928,0,0.959166304662544,0,0,0,1,0
"1287",2.82842712474619,1.73205080756888,2.23606797749979,0,1,0,0,0
"1288",1,1.4142135623731,1.48323969741913,1,1,0,0,0
"1289",3.74165738677394,2,2.23606797749979,0,1,0,0,0
"1291",3.60555127546399,2,2.23606797749979,1,1,0,0,0
"1292",4.47213595499958,0,0.866025403784439,0,1,0,0,0
"1293",1.4142135623731,1.4142135623731,0.91104335791443,0,0,0,1,0
"1294",1.4142135623731,1,0.360555127546399,0,0,1,0,0
"1295",2,1.4142135623731,1.77200451466693,0,0,1,0,0
"1296",4.47213595499958,1.4142135623731,1.00498756211209,0,1,0,0,0
"1297",2,1.73205080756888,1.13578166916005,1,0,0,0,1
"1298",1,1,0.529150262212918,1,0,1,0,0
"1299",0,1,0.519615242270663,1,0,0,1,0
"1300",1.73205080756888,1,1.10453610171873,1,1,0,0,0
"1301",1,1.73205080756888,2.23606797749979,0,0,1,0,0
"1303",1.4142135623731,1.4142135623731,1.3228756555323,0,1,0,0,0
"1305",4.24264068711928,0,1.0816653826392,1,0,0,0,1
"1306",1.4142135623731,1.4142135623731,2.23606797749979,0,0,1,0,0
"1307",2.23606797749979,0,0.692820323027551,0,0,0,1,0
"1308",4.47213595499958,2,2.23606797749979,0,1,0,0,0
"1309",4.47213595499958,2,2.0174241001832,0,0,0,0,1
"1310",2.44948974278318,1,1.55884572681199,0,0,0,1,0
"1312",3,1.4142135623731,0.938083151964686,1,1,0,0,0
"1313",1.73205080756888,1.73205080756888,2.23606797749979,1,1,0,0,0
"1314",3.16227766016838,2,2.23606797749979,0,1,0,0,0
"1315",2.82842712474619,2,2.07364413533277,0,1,0,0,0
"1317",4.47213595499958,0,2.14242852856286,1,0,0,1,0
"1318",1.4142135623731,2,1.94422220952236,1,1,0,0,0
"1319",1,1.4142135623731,1.28452325786651,0,0,1,0,0
"1320",3.60555127546399,1.73205080756888,1.99248588451713,1,0,0,1,0
"1321",2,2,2.23606797749979,1,0,0,0,1
"1322",1.73205080756888,0,0.848528137423857,0,0,0,1,0
"1323",1,1.73205080756888,0.921954445729289,0,0,0,0,1
"1324",4.47213595499958,1.4142135623731,1.62480768092719,0,1,0,0,0
"1325",1.73205080756888,2,2.22710574513201,0,0,0,0,1
"1326",2.23606797749979,1,1.113552872566,0,1,0,0,0
"1328",0,1.4142135623731,1.06301458127346,1,0,1,0,0
"1329",2.82842712474619,2,1.12249721603218,0,1,0,0,0
"1330",4.47213595499958,2,0.830662386291807,1,1,0,0,0
"1331",2,2,2.23606797749979,0,1,0,0,0
"1333",2.82842712474619,1.73205080756888,2.23606797749979,0,1,0,0,0
"1336",2.82842712474619,2,2.23606797749979,1,1,0,0,0
"1337",3,0,1.15325625946708,0,0,0,0,1
"1338",2.64575131106459,1.73205080756888,1.42828568570857,0,0,1,0,0
"1339",4.47213595499958,0,1.37840487520902,1,1,0,0,0
"1340",3,1,1.09544511501033,0,1,0,0,0
"1341",4.47213595499958,0,1.62480768092719,1,1,0,0,0
"1342",2.23606797749979,1,1,1,1,0,0,0
"1343",3.74165738677394,2,2.23606797749979,0,1,0,0,0
"1344",4,1.4142135623731,1.13578166916005,0,1,0,0,0
"1345",1.73205080756888,1.73205080756888,1.61245154965971,1,1,0,0,0
"1346",3.60555127546399,2,1.40712472794703,1,1,0,0,0
"1347",0,2,0.91104335791443,0,1,0,0,0
"1348",1.73205080756888,1,1.33041346956501,1,0,1,0,0
"1349",2,1.4142135623731,1.42828568570857,1,0,1,0,0
"1350",2.23606797749979,1.4142135623731,1.26885775404495,0,0,1,0,0
"1351",0,1.73205080756888,2.03224014329016,0,0,1,0,0
"1352",3.16227766016838,1.4142135623731,1.0770329614269,1,1,0,0,0
"1355",2.23606797749979,0,1.03440804327886,1,0,0,1,0
"1356",3.3166247903554,1.73205080756888,0.741619848709566,0,1,0,0,0
"1359",1.73205080756888,1.73205080756888,1.04880884817015,0,1,0,0,0
"1360",3.16227766016838,1.73205080756888,1.40712472794703,0,1,0,0,0
"1362",4,0,1.42828568570857,1,1,0,0,0
"1363",2.64575131106459,2,2.23606797749979,0,1,0,0,0
"1364",4.47213595499958,0,1.37113092008021,1,0,1,0,0
"1365",2.23606797749979,1,1.00995049383621,1,0,0,1,0
"1366",0,1.4142135623731,1.28452325786651,1,0,0,1,0
"1367",4.47213595499958,1,1.20415945787923,1,1,0,0,0
"1368",0,1.4142135623731,2.23606797749979,1,0,1,0,0
"1370",3.87298334620742,0,2.01990098767242,1,0,1,0,0
"1372",4.47213595499958,1.73205080756888,1.63707055437449,0,1,0,0,0
"1374",0,1.4142135623731,1.14017542509914,1,0,1,0,0
"1376",3.74165738677394,2,1.94935886896179,1,1,0,0,0
"1377",1,2,0.6,1,0,1,0,0
"1379",3.60555127546399,1.4142135623731,1.70880074906351,0,1,0,0,0
"1380",4.47213595499958,1.4142135623731,1.86547581061776,1,1,0,0,0
"1381",3.16227766016838,2,2.23606797749979,0,1,0,0,0
"1382",3,1,1.24899959967968,1,0,1,0,0
"1383",4,1.73205080756888,2.07364413533277,0,1,0,0,0
"1384",3.74165738677394,0,1.0770329614269,1,1,0,0,0
"1386",4.12310562561766,1,1.05830052442584,1,1,0,0,0
"1387",2.64575131106459,0,0.974679434480896,1,0,0,1,0
"1388",2,2,1.37113092008021,1,0,1,0,0
"1389",2.82842712474619,1.4142135623731,2.23606797749979,1,0,1,0,0
"1390",4.47213595499958,2,1.40712472794703,1,1,0,0,0
"1391",1,2,2.23606797749979,0,0,0,1,0
"1392",1.73205080756888,0,1.03440804327886,1,0,0,1,0
"1393",4.47213595499958,0,1.15325625946708,1,1,0,0,0
"1394",2.64575131106459,0,1.15758369027902,0,0,0,1,0
"1395",4.47213595499958,1.73205080756888,1.00995049383621,1,1,0,0,0
"1396",1.73205080756888,2,0.948683298050514,1,0,0,1,0
"1398",4.47213595499958,1.73205080756888,2.23606797749979,0,1,0,0,0
"1399",1.73205080756888,2,1.99248588451713,1,1,0,0,0
"1401",2,1.73205080756888,0.866025403784439,0,0,1,0,0
"1402",1.4142135623731,1,1.2328828005938,1,1,0,0,0
"1403",4.12310562561766,1,0.932737905308881,0,0,1,0,0
"1405",1,1,2.23606797749979,1,0,1,0,0
"1406",4.12310562561766,1,0.2,0,1,0,0,0
"1407",2.23606797749979,1.73205080756888,2.23606797749979,1,0,1,0,0
"1409",1.4142135623731,1.4142135623731,0.989949493661167,0,1,0,0,0
"1410",2.82842712474619,1,1.03440804327886,0,0,1,0,0
"1411",3,2,1.6431676725155,1,1,0,0,0
"1412",4.12310562561766,1,1.33041346956501,1,0,1,0,0
"1414",0,1,0.866025403784439,0,0,1,0,0
"1415",1,1.4142135623731,1.50996688705415,1,0,1,0,0
"1416",2.82842712474619,0,1.05830052442584,0,0,0,1,0
"1419",2.23606797749979,1.73205080756888,1.99248588451713,0,0,0,1,0
"1420",4.47213595499958,1.4142135623731,2.01990098767242,1,1,0,0,0
"1421",2.44948974278318,2,2.13307290077015,0,1,0,0,0
"1422",0,2,2.23606797749979,1,1,0,0,0
"1423",3,1.4142135623731,0.916515138991168,1,0,1,0,0
"1424",3.46410161513775,1.73205080756888,2.12367605815953,1,1,0,0,0
"1425",3.60555127546399,2,2.23606797749979,0,1,0,0,0
"1426",1,2,2.23606797749979,0,1,0,0,0
"1427",2.23606797749979,1,1.09544511501033,1,1,0,0,0
"1429",3,1.73205080756888,1.56204993518133,0,1,0,0,0
"1430",3.87298334620742,1.4142135623731,1.03923048454133,1,1,0,0,0
"1431",0,1,2.23606797749979,0,0,1,0,0
"1432",2.23606797749979,0,1.10453610171873,0,0,0,1,0
"1433",1.4142135623731,1.73205080756888,2.23606797749979,0,1,0,0,0
"1434",4.47213595499958,2,2.23606797749979,1,1,0,0,0
"1435",3.46410161513775,2,2.23606797749979,1,1,0,0,0
"1436",3.46410161513775,1.4142135623731,0.883176086632785,0,0,1,0,0
"1437",4.47213595499958,1.73205080756888,1.73205080756888,1,1,0,0,0
"1439",2.64575131106459,1.73205080756888,1.49331845230681,0,0,1,0,0
"1440",1.4142135623731,1.73205080756888,0,1,0,0,0,1
"1443",3.16227766016838,2,1.95192212959431,1,0,0,0,1
"1444",3.3166247903554,0,0.932737905308881,0,0,0,1,0
"1445",3.60555127546399,1.73205080756888,2.23606797749979,1,1,0,0,0
"1446",1,1.73205080756888,2.23606797749979,0,0,1,0,0
"1447",2,2,2.23606797749979,1,0,0,0,1
"1448",4.12310562561766,1.73205080756888,1.75783958312469,0,1,0,0,0
"1449",2.23606797749979,1.4142135623731,1.26885775404495,1,0,0,1,0
"1450",4.24264068711928,1,0.883176086632785,0,1,0,0,0
"1451",2.44948974278318,1.4142135623731,2.12367605815953,0,1,0,0,0
"1452",3,2,2.23606797749979,1,0,0,1,0
"1453",4.24264068711928,1.4142135623731,1.37477270848675,1,0,1,0,0
"1454",4.47213595499958,1.73205080756888,1.81934053986603,0,0,1,0,0
"1455",4.12310562561766,1.73205080756888,2.23606797749979,1,1,0,0,0
"1456",4.47213595499958,1.73205080756888,1.7464249196573,0,1,0,0,0
"1458",4.47213595499958,1.4142135623731,1.7832554500127,1,1,0,0,0
"1462",2,1.4142135623731,1.12694276695846,1,1,0,0,0
"1463",3.87298334620742,1.73205080756888,1.3228756555323,0,1,0,0,0
"1466",1.4142135623731,1.4142135623731,0.2,1,1,0,0,0
"1468",2.82842712474619,1.4142135623731,1.03923048454133,1,1,0,0,0
"1469",3.3166247903554,0,1.75214154679352,1,0,1,0,0
"1470",2.82842712474619,2,2.23606797749979,0,1,0,0,0
"1471",1.73205080756888,1.4142135623731,2.23606797749979,1,0,1,0,0
"1472",2,2,1.14891252930761,1,1,0,0,0
"1473",3.46410161513775,1.73205080756888,1.79443584449264,0,0,1,0,0
"1474",2,1.4142135623731,1.24096736459909,1,0,0,1,0
"1475",2,2,2.23606797749979,0,0,0,0,1
"1477",2.82842712474619,1.73205080756888,1.59059737205869,1,1,0,0,0
"1478",4.12310562561766,2,1.37477270848675,0,1,0,0,0
"1479",3.16227766016838,1.4142135623731,1.28452325786651,0,1,0,0,0
"1480",2.23606797749979,2,1.01488915650922,0,1,0,0,0
"1482",1,1.4142135623731,1.13137084989848,0,1,0,0,0
"1483",1.4142135623731,1.73205080756888,1.1,0,1,0,0,0
"1484",4.47213595499958,1.4142135623731,1.50332963783729,1,0,0,0,1
"1485",2,2,2.23606797749979,0,0,0,1,0
"1487",2.64575131106459,1.4142135623731,1.79443584449264,1,1,0,0,0
"1488",1,1.73205080756888,0,1,0,1,0,0
"1491",0,1,0.91104335791443,1,0,0,1,0
"1492",2,1.4142135623731,1.82482875908947,1,0,0,1,0
"1493",3.16227766016838,1.73205080756888,2.23606797749979,0,0,1,0,0
"1495",2.44948974278318,1.73205080756888,1.31909059582729,1,1,0,0,0
"1497",2,1.73205080756888,1.00995049383621,0,1,0,0,0
"1498",1,1.4142135623731,2.23606797749979,0,1,0,0,0
"1499",2.44948974278318,2,2.23606797749979,1,1,0,0,0
"1500",1.73205080756888,1,2.00997512422418,1,0,1,0,0
"1501",2.82842712474619,1.4142135623731,0.877496438739212,0,0,1,0,0
"1502",3.3166247903554,1.73205080756888,1.6062378404209,0,1,0,0,0
"1504",2.44948974278318,0,0.591607978309962,0,0,0,1,0
"1505",4.47213595499958,2,2.23606797749979,1,1,0,0,0
"1507",3.60555127546399,1.4142135623731,0.92736184954957,1,1,0,0,0
"1508",4.47213595499958,1.4142135623731,1.33416640641263,1,1,0,0,0
"1509",1.4142135623731,2,1.51327459504216,0,0,1,0,0
"1510",1.73205080756888,2,1.47986485869487,0,0,1,0,0
"1511",0,1,1.07238052947636,0,0,1,0,0
"1512",3.3166247903554,2,1.97989898732233,0,1,0,0,0
"1513",1.73205080756888,1.73205080756888,1.13578166916005,1,0,1,0,0
"1515",4.47213595499958,1.73205080756888,1.17898261225516,1,1,0,0,0
"1516",2.64575131106459,1.73205080756888,1.60312195418814,0,0,1,0,0
"1517",4.47213595499958,1.73205080756888,1.08627804912002,0,1,0,0,0
"1519",3,0,1.29228479833201,1,0,1,0,0
"1520",0,1.4142135623731,1.05830052442584,1,0,0,1,0
"1521",1,1.73205080756888,2.23606797749979,0,0,0,0,1
"1522",4.47213595499958,1.73205080756888,1.12694276695846,1,1,0,0,0
"1524",3.3166247903554,1.4142135623731,1.22474487139159,0,0,1,0,0
"1525",1.4142135623731,1,1.88148877222268,0,0,1,0,0
"1526",3,1.4142135623731,1.28062484748657,1,0,0,1,0
"1527",1.73205080756888,1.73205080756888,0,0,0,0,0,1
"1528",3.3166247903554,2,2.23606797749979,0,1,0,0,0
"1529",1,1,1.3856406460551,1,0,1,0,0
"1531",2.44948974278318,1.4142135623731,1.84390889145858,0,0,0,1,0
"1532",1.73205080756888,1.73205080756888,1.95192212959431,0,1,0,0,0
"1534",2.44948974278318,1.4142135623731,1.86547581061776,0,0,0,1,0
"1535",2.23606797749979,2,2.23606797749979,1,0,0,0,1
"1536",3.74165738677394,1.4142135623731,0.877496438739212,0,0,0,1,0
"1537",3.74165738677394,2,2.23606797749979,1,0,0,0,1
"1538",2.44948974278318,1.4142135623731,1.0770329614269,1,1,0,0,0
"1539",2.64575131106459,1.4142135623731,1.31909059582729,0,0,0,1,0
"1540",4.24264068711928,1.4142135623731,0.92736184954957,0,0,1,0,0
"1541",2.64575131106459,1,1.56204993518133,0,0,1,0,0
"1542",3.74165738677394,2,2.12837966537928,0,0,1,0,0
"1543",3.46410161513775,1.73205080756888,1.79443584449264,1,1,0,0,0
"1544",3.74165738677394,1.4142135623731,2.18403296678416,1,1,0,0,0
"1545",4.12310562561766,1.4142135623731,1.38924439894498,1,0,1,0,0
"1546",3.3166247903554,2,1.78044938147649,1,1,0,0,0
"1547",3.16227766016838,1.4142135623731,0.860232526704263,0,1,0,0,0
"1548",1.4142135623731,1.73205080756888,0.678232998312527,0,1,0,0,0
"1549",1.4142135623731,1,1.01488915650922,0,0,0,1,0
"1551",0,1.4142135623731,1.93390796058137,1,0,1,0,0
"1553",4.47213595499958,1.4142135623731,1.3114877048604,0,1,0,0,0
"1554",1.4142135623731,1.73205080756888,1.35646599662505,1,0,0,1,0
"1555",4.47213595499958,1.73205080756888,0.91104335791443,1,1,0,0,0
"1556",3.3166247903554,1.73205080756888,1.02469507659596,1,1,0,0,0
"1557",1.4142135623731,2,0.953939201416946,1,0,0,1,0
"1558",4.47213595499958,1.4142135623731,1.1,0,1,0,0,0
"1559",2.82842712474619,2,0.854400374531753,0,0,0,0,1
"1561",0,1.73205080756888,2.23606797749979,1,0,0,1,0
"1562",3.16227766016838,2,1.9672315572906,1,1,0,0,0
"1563",2.23606797749979,1.4142135623731,2.23606797749979,1,0,0,0,1
"1565",1.73205080756888,2,2.03224014329016,1,0,1,0,0
"1566",1,1.73205080756888,1.51986841535707,0,1,0,0,0
"1568",3.16227766016838,1.73205080756888,1.70293863659264,0,0,0,0,1
"1569",1.73205080756888,1.4142135623731,0,0,0,0,1,0
"1570",2,1.73205080756888,2.04694894904587,1,0,0,1,0
"1571",3.60555127546399,2,1.9672315572906,1,1,0,0,0
"1572",4.12310562561766,1.73205080756888,1.31909059582729,1,1,0,0,0
"1573",4.47213595499958,1.4142135623731,1.4456832294801,0,1,0,0,0
"1575",1.4142135623731,1.4142135623731,1.7464249196573,0,1,0,0,0
"1577",1.73205080756888,1.73205080756888,1.92093727122985,1,0,1,0,0
