"","ridageyr","dmdeduc2","INDFMPIR","riagendr_1","race_1","race_2","race_3","race_4"
"1578",2,2,1.04880884817015,0,1,0,0,0
"1579",4.12310562561766,1,0.883176086632785,0,0,0,1,0
"1580",1,1.4142135623731,0,0,1,0,0,0
"1581",4.47213595499958,0,1.1916375287813,1,0,0,1,0
"1584",3,1,1.13578166916005,0,0,1,0,0
"1585",4.24264068711928,1,1.75783958312469,1,1,0,0,0
"1587",4.47213595499958,2,2.23606797749979,1,1,0,0,0
"1588",2,1.73205080756888,2.23606797749979,1,1,0,0,0
"1589",4.47213595499958,0,1.49331845230681,1,1,0,0,0
"1590",1,1.73205080756888,2.23606797749979,0,0,0,1,0
"1591",3.46410161513775,1,1.13578166916005,1,0,1,0,0
"1593",2.23606797749979,1.73205080756888,1.38924439894498,1,0,0,1,0
"1594",3.87298334620742,1.4142135623731,2.23606797749979,0,1,0,0,0
"1595",1.73205080756888,1.73205080756888,0.734846922834953,0,0,0,1,0
"1596",1.4142135623731,1.73205080756888,1.88148877222268,1,1,0,0,0
"1598",1.73205080756888,1.73205080756888,1.69115345252878,0,0,0,1,0
"1599",4.47213595499958,1.4142135623731,1.17898261225516,0,1,0,0,0
"1600",3.60555127546399,1,1.17473401244707,0,1,0,0,0
"1601",3.87298334620742,1,1.00498756211209,1,0,0,1,0
"1602",0,1.73205080756888,0.99498743710662,0,0,0,1,0
"1603",2.44948974278318,2,1.67928556237467,1,0,0,1,0
"1604",3.74165738677394,1.4142135623731,1.85202591774521,0,1,0,0,0
"1605",2.64575131106459,2,1.12694276695846,1,1,0,0,0
"1606",3.60555127546399,1.73205080756888,1.2369316876853,1,0,1,0,0
"1607",2.44948974278318,1.73205080756888,2.23606797749979,0,0,1,0,0
"1608",1.4142135623731,2,2.23606797749979,0,1,0,0,0
"1610",2,1.73205080756888,1.9672315572906,1,0,0,1,0
"1611",4.47213595499958,1.4142135623731,1.7832554500127,1,1,0,0,0
"1612",1.73205080756888,2,1,0,1,0,0,0
"1613",0,2,2.23606797749979,0,0,0,0,1
"1614",2.82842712474619,2,1.95192212959431,0,1,0,0,0
"1615",1.4142135623731,1.73205080756888,0.734846922834953,0,0,1,0,0
"1616",1.4142135623731,2,2.23606797749979,1,1,0,0,0
"1617",2.23606797749979,1.4142135623731,1.13578166916005,1,0,1,0,0
"1619",4.47213595499958,1,2.14709105535839,0,1,0,0,0
"1620",4.47213595499958,2,1.25299640861417,0,1,0,0,0
"1621",3.87298334620742,0,0.921954445729289,1,0,0,0,1
"1623",1.4142135623731,1.73205080756888,1.3856406460551,1,1,0,0,0
"1625",3.74165738677394,2,2.23606797749979,1,0,0,0,1
"1626",3.46410161513775,1,1.01488915650922,0,0,0,1,0
"1627",2.44948974278318,1.4142135623731,2.01246117974981,1,1,0,0,0
"1628",2,1.73205080756888,2.03224014329016,0,1,0,0,0
"1629",1,1.73205080756888,2.23606797749979,1,1,0,0,0
"1630",3.60555127546399,1.4142135623731,1.89736659610103,0,1,0,0,0
"1631",2,1,0.932737905308881,0,0,0,0,1
"1635",1.4142135623731,1.4142135623731,0.871779788708135,0,0,1,0,0
"1636",2.44948974278318,2,2.23606797749979,0,1,0,0,0
"1639",3,2,2.23606797749979,0,0,0,1,0
"1640",3.16227766016838,2,2.23606797749979,0,1,0,0,0
"1642",2,1.4142135623731,1.11803398874989,1,0,0,1,0
"1643",2.44948974278318,1.73205080756888,2.08566536146142,0,1,0,0,0
"1645",2.44948974278318,1.73205080756888,1.83847763108502,0,0,0,0,1
"1646",3.74165738677394,1.4142135623731,2.07364413533277,1,1,0,0,0
"1647",1.4142135623731,1.4142135623731,0.4,1,0,1,0,0
"1648",4.47213595499958,1.73205080756888,1.47648230602334,1,1,0,0,0
"1650",1.73205080756888,1.73205080756888,0.932737905308881,0,0,1,0,0
"1652",4.47213595499958,1.73205080756888,1.46628782986152,0,1,0,0,0
"1653",1.73205080756888,1,1.13137084989848,0,0,0,1,0
"1655",2.44948974278318,0,1.07238052947636,0,0,0,1,0
"1657",3,1.73205080756888,1.9672315572906,0,1,0,0,0
"1658",0,2,2.23606797749979,1,1,0,0,0
"1659",1.73205080756888,1,1.01488915650922,1,0,1,0,0
"1660",0,1.4142135623731,1.79443584449264,0,0,0,1,0
"1661",2.44948974278318,2,2.23606797749979,0,1,0,0,0
"1662",0,1.73205080756888,2.23606797749979,0,1,0,0,0
"1663",4,2,2.23606797749979,1,1,0,0,0
"1664",3.46410161513775,1.73205080756888,1.20830459735946,1,0,0,0,1
"1665",3.74165738677394,0,0.964365076099296,0,0,0,1,0
"1666",3.46410161513775,2,1.89208879284245,1,1,0,0,0
"1668",1.4142135623731,1,1.75783958312469,0,1,0,0,0
"1669",4,1.4142135623731,0.932737905308881,0,1,0,0,0
"1670",4.47213595499958,1.73205080756888,2.1095023109729,1,1,0,0,0
"1671",4.47213595499958,2,1.43178210632764,1,1,0,0,0
"1672",4.47213595499958,1.4142135623731,1.01488915650922,1,1,0,0,0
"1673",2,1.73205080756888,1.8165902124585,0,0,1,0,0
"1674",4.47213595499958,1.4142135623731,1.61554944214035,0,1,0,0,0
"1675",3.3166247903554,1.73205080756888,2.2,0,1,0,0,0
"1676",4.47213595499958,0,2.17025344142107,0,1,0,0,0
"1677",2.82842712474619,1.73205080756888,1.79443584449264,1,1,0,0,0
"1679",4,0,0.883176086632785,1,0,1,0,0
"1680",2,1.4142135623731,0.842614977317636,0,0,1,0,0
"1681",4.35889894354067,0,1.82482875908947,0,0,0,1,0
"1683",2,1.73205080756888,2.23606797749979,0,1,0,0,0
"1684",3,1.73205080756888,1.25299640861417,1,0,0,1,0
"1685",2.23606797749979,1.73205080756888,1.4456832294801,1,0,0,0,1
"1686",2.23606797749979,2,2.23606797749979,0,0,0,0,1
"1687",3,1.4142135623731,2.23606797749979,0,1,0,0,0
"1689",4.47213595499958,1.73205080756888,1.12694276695846,0,1,0,0,0
"1690",4.47213595499958,2,2.23606797749979,1,1,0,0,0
"1692",4.47213595499958,1.4142135623731,1.09544511501033,0,1,0,0,0
"1693",3.87298334620742,1.4142135623731,1.56204993518133,1,1,0,0,0
"1694",3.16227766016838,1.73205080756888,1.03923048454133,1,1,0,0,0
"1695",2.82842712474619,1,1.14455231422596,0,0,1,0,0
"1696",4.47213595499958,2,1.67332005306815,0,1,0,0,0
"1697",4.47213595499958,2,0.9,1,1,0,0,0
"1699",3.74165738677394,1.4142135623731,1.24899959967968,0,0,1,0,0
"1700",3.46410161513775,1.4142135623731,2.23606797749979,1,0,1,0,0
"1701",3.74165738677394,1.4142135623731,1.38202749610853,1,0,1,0,0
"1702",2.64575131106459,1.73205080756888,1.7832554500127,1,1,0,0,0
"1703",4.47213595499958,1.73205080756888,1.03440804327886,0,0,0,1,0
"1704",2,1,0.921954445729289,1,1,0,0,0
"1706",3.74165738677394,1,1.01488915650922,0,0,1,0,0
"1707",4.12310562561766,2,2.23606797749979,0,1,0,0,0
"1710",1.4142135623731,2,2.23606797749979,0,0,0,1,0
"1711",4.47213595499958,1,1.37477270848675,0,1,0,0,0
"1712",1,1.73205080756888,2.23606797749979,1,1,0,0,0
"1715",1.4142135623731,1.4142135623731,1.38202749610853,0,0,0,1,0
"1718",1,1.73205080756888,1.03923048454133,1,1,0,0,0
"1719",2,1.73205080756888,2.00997512422418,1,0,1,0,0
"1720",2,1.4142135623731,1.58745078663875,0,1,0,0,0
"1721",1.73205080756888,2,2.23606797749979,0,1,0,0,0
"1722",3.74165738677394,1.4142135623731,0.92736184954957,1,1,0,0,0
"1723",3.3166247903554,2,2.04939015319192,0,0,0,1,0
"1724",4.47213595499958,2,2.08566536146142,1,1,0,0,0
"1725",1,1.73205080756888,1.7606816861659,1,1,0,0,0
"1726",1,2,2.03224014329016,0,1,0,0,0
"1727",3,2,1.38202749610853,0,0,1,0,0
"1728",2.44948974278318,1.4142135623731,1.89208879284245,1,0,1,0,0
"1729",2.44948974278318,1,0.92736184954957,1,0,1,0,0
"1730",3.46410161513775,0,1.12249721603218,1,0,1,0,0
"1732",0,1.4142135623731,2.23606797749979,1,1,0,0,0
"1734",2.64575131106459,2,2.23606797749979,1,1,0,0,0
"1738",4.47213595499958,1.73205080756888,1.01488915650922,0,0,0,1,0
"1739",4.47213595499958,2,1.25299640861417,0,1,0,0,0
"1740",2.44948974278318,1.73205080756888,1.7832554500127,1,0,1,0,0
"1741",2.82842712474619,0,0.519615242270663,0,0,0,1,0
"1742",2.64575131106459,0,0.916515138991168,0,0,0,1,0
"1744",3.74165738677394,1.4142135623731,1.25299640861417,0,1,0,0,0
"1745",3,0,0.932737905308881,0,0,0,0,1
"1746",1.4142135623731,1.73205080756888,2.23606797749979,0,0,0,1,0
"1748",2,2,1.43527000944073,1,1,0,0,0
"1749",4.47213595499958,1.73205080756888,2.23606797749979,0,1,0,0,0
"1750",1,2,2.23606797749979,0,1,0,0,0
"1751",0,1,0.871779788708135,0,0,1,0,0
"1752",3.16227766016838,1.73205080756888,2.1095023109729,0,1,0,0,0
"1753",3.46410161513775,1.4142135623731,1.51657508881031,0,0,1,0,0
"1755",3.16227766016838,2,2.23606797749979,0,1,0,0,0
"1757",2,2,2.23606797749979,1,0,0,0,1
"1758",0,1,1.05356537528527,1,0,1,0,0
"1759",1.4142135623731,1.73205080756888,0.435889894354067,0,0,1,0,0
"1760",3.16227766016838,1.73205080756888,0.734846922834953,0,0,1,0,0
"1761",3.74165738677394,0,1.03440804327886,0,0,0,1,0
"1765",4.47213595499958,1.4142135623731,1.24096736459909,0,1,0,0,0
"1768",3,1.4142135623731,0.848528137423857,1,0,0,1,0
"1769",3.16227766016838,2,2.23606797749979,1,1,0,0,0
"1770",1,1,2.06397674405503,0,1,0,0,0
"1771",3.46410161513775,1,2.11660104885167,1,1,0,0,0
"1773",4.47213595499958,2,1.13578166916005,1,1,0,0,0
"1774",2.23606797749979,2,2.23606797749979,1,1,0,0,0
"1776",4.35889894354067,0,1.13578166916005,1,0,0,1,0
"1778",3.16227766016838,1.4142135623731,1.43178210632764,1,0,0,1,0
"1779",4.47213595499958,1.4142135623731,2.23606797749979,1,1,0,0,0
"1782",4.47213595499958,1.73205080756888,1.54919333848297,0,1,0,0,0
"1784",4.12310562561766,0,0.781024967590665,0,0,0,1,0
"1785",2.64575131106459,1.4142135623731,2.06881608655772,1,0,1,0,0
"1787",4,1.73205080756888,2.23606797749979,1,0,1,0,0
"1788",2.23606797749979,1.73205080756888,2.18403296678416,0,1,0,0,0
"1789",4.47213595499958,2,1.9672315572906,1,1,0,0,0
"1790",4.12310562561766,1.73205080756888,2.23606797749979,1,1,0,0,0
"1791",4.24264068711928,1.73205080756888,1.88679622641132,1,0,1,0,0
"1792",0,1,1.3114877048604,1,0,0,0,1
"1793",3.3166247903554,1.73205080756888,1.47648230602334,0,1,0,0,0
"1794",3.46410161513775,2,2.23606797749979,0,0,0,0,1
"1795",4.47213595499958,2,2.23606797749979,1,1,0,0,0
"1796",4,1.4142135623731,1.59059737205869,1,0,0,1,0
"1797",2,0,1.12249721603218,1,0,0,1,0
"1799",2,2,1.09544511501033,0,1,0,0,0
"1800",3,1.4142135623731,1.95192212959431,1,0,0,0,1
"1801",2.23606797749979,2,2.23606797749979,1,1,0,0,0
"1802",3.3166247903554,1.73205080756888,1.86010752377383,0,1,0,0,0
"1803",2.64575131106459,1.73205080756888,1.40356688476182,1,0,1,0,0
"1804",3.3166247903554,2,1.54272486205415,1,1,0,0,0
"1806",4.47213595499958,2,1.15758369027902,0,1,0,0,0
"1807",4.47213595499958,1.73205080756888,1.97989898732233,1,1,0,0,0
"1809",4,1.73205080756888,2.23606797749979,0,1,0,0,0
"1810",2.82842712474619,0,1.10905365064094,1,0,0,1,0
"1811",4.35889894354067,2,1.7606816861659,1,1,0,0,0
"1812",2.64575131106459,2,2.23606797749979,1,0,1,0,0
"1813",3,1.4142135623731,1.49331845230681,0,0,0,1,0
"1814",0,0,1.1916375287813,1,0,0,1,0
"1815",0,2,1.86547581061776,0,0,1,0,0
"1817",3.60555127546399,0,0.8,1,1,0,0,0
"1818",3.16227766016838,1,1.78885438199983,1,0,1,0,0
"1821",2.44948974278318,1.73205080756888,2.23606797749979,0,1,0,0,0
"1823",3.46410161513775,1.73205080756888,1.47986485869487,0,1,0,0,0
"1824",2.64575131106459,1.4142135623731,2.23606797749979,1,0,1,0,0
"1825",3.74165738677394,1.73205080756888,0,0,1,0,0,0
"1827",4.47213595499958,1,0.92736184954957,1,1,0,0,0
"1828",0,1.4142135623731,2.23606797749979,0,1,0,0,0
"1830",1,0,1.64012194668567,1,0,1,0,0
"1831",3.46410161513775,1,0.8,0,1,0,0,0
"1832",3.87298334620742,2,1.47986485869487,1,1,0,0,0
"1833",1.4142135623731,1.4142135623731,1.09544511501033,0,1,0,0,0
"1835",3.74165738677394,2,0.932737905308881,0,0,0,0,1
"1836",2.44948974278318,1.73205080756888,1.20415945787923,0,1,0,0,0
"1838",4.24264068711928,2,1.88148877222268,1,1,0,0,0
"1839",4,1.73205080756888,2.03224014329016,1,1,0,0,0
"1841",4,1.73205080756888,1.85202591774521,0,1,0,0,0
"1843",3.16227766016838,1.73205080756888,1.21655250605964,0,1,0,0,0
"1844",4.47213595499958,2,1.73205080756888,1,1,0,0,0
"1846",1,2,2.23606797749979,1,1,0,0,0
"1847",4.47213595499958,1.4142135623731,0.98488578017961,1,1,0,0,0
"1849",2.44948974278318,2,2.23606797749979,1,1,0,0,0
"1850",2.23606797749979,1.4142135623731,1.4560219778561,0,0,1,0,0
"1851",1.73205080756888,1.4142135623731,1.51986841535707,0,1,0,0,0
"1852",2,1.4142135623731,0.836660026534076,1,0,0,1,0
"1853",2.23606797749979,2,1.61554944214035,1,0,1,0,0
"1855",4.47213595499958,1,1.05356537528527,0,1,0,0,0
"1858",1,2,1.95959179422654,1,0,0,1,0
"1859",4.47213595499958,1.73205080756888,0.648074069840786,0,0,1,0,0
"1861",1.73205080756888,1,1.04880884817015,0,0,0,1,0
"1862",2.44948974278318,2,1,0,0,0,1,0
"1863",3,1,2.06881608655772,1,0,1,0,0
"1864",3.74165738677394,1.73205080756888,2.23606797749979,0,1,0,0,0
"1865",0,2,2.03224014329016,1,1,0,0,0
"1867",3,2,2.2,0,0,1,0,0
"1868",4.24264068711928,1.73205080756888,1.61554944214035,1,1,0,0,0
"1869",2,1,0.94339811320566,1,0,0,1,0
"1870",4.24264068711928,1.73205080756888,2.1095023109729,0,1,0,0,0
"1873",3.3166247903554,1.73205080756888,1.4142135623731,0,1,0,0,0
"1874",3.60555127546399,1,2.1095023109729,1,1,0,0,0
"1875",3.46410161513775,1.73205080756888,1.09087121146357,1,0,0,1,0
"1876",3.60555127546399,1.73205080756888,1.6,0,0,0,1,0
"1877",2.64575131106459,1.4142135623731,1.78044938147649,0,0,0,0,1
"1878",1.73205080756888,1,1.29614813968157,1,0,1,0,0
"1879",2.82842712474619,2,2.1095023109729,0,1,0,0,0
"1880",3.46410161513775,0,0.959166304662544,0,0,0,1,0
"1881",2.82842712474619,2,2.03224014329016,1,1,0,0,0
"1882",4.47213595499958,0,1.38202749610853,1,1,0,0,0
"1883",2.64575131106459,1.73205080756888,1.68522995463527,1,0,1,0,0
"1884",3,2,1.9672315572906,1,1,0,0,0
"1885",1.4142135623731,1.4142135623731,1.66433169770932,1,0,1,0,0
"1886",3.74165738677394,0,0.921954445729289,1,0,1,0,0
"1887",3.16227766016838,0,1.38202749610853,1,0,0,1,0
"1888",2,1.4142135623731,1.95959179422654,0,0,0,0,1
"1889",1,1.73205080756888,0.685565460040104,1,0,0,1,0
"1890",2,2,2.1540659228538,0,0,1,0,0
"1892",4.47213595499958,2,2.23606797749979,0,1,0,0,0
"1893",3.3166247903554,2,1.54596248337403,0,0,1,0,0
"1894",2.64575131106459,1.4142135623731,2.06881608655772,0,0,1,0,0
"1895",4,1.4142135623731,0.854400374531753,1,0,1,0,0
"1897",1,1.73205080756888,1.04880884817015,1,1,0,0,0
"1898",1.4142135623731,1.4142135623731,2.06155281280883,1,0,0,1,0
"1899",3,1.4142135623731,2.23606797749979,0,1,0,0,0
"1900",4,1.73205080756888,1.01980390271856,0,1,0,0,0
"1901",4.47213595499958,0,1.24096736459909,0,1,0,0,0
"1902",1.73205080756888,1.73205080756888,1.7464249196573,0,0,0,1,0
"1906",3.74165738677394,1.4142135623731,1.01488915650922,0,1,0,0,0
"1907",2.23606797749979,1.73205080756888,0.818535277187245,0,0,0,0,1
"1908",1.73205080756888,0,1.29614813968157,1,0,0,1,0
"1909",4.47213595499958,2,2.23606797749979,1,1,0,0,0
"1910",3,1.73205080756888,1.29228479833201,0,1,0,0,0
"1911",1,1.73205080756888,2.2,0,1,0,0,0
"1912",4.35889894354067,1.73205080756888,1.44913767461894,1,0,1,0,0
"1913",2.82842712474619,2,1.7464249196573,1,1,0,0,0
"1914",2.44948974278318,1.4142135623731,1.24899959967968,0,0,0,0,1
"1915",1.4142135623731,1.73205080756888,0.509901951359279,1,0,1,0,0
"1916",3.74165738677394,1.73205080756888,1.26095202129185,1,1,0,0,0
"1918",3.60555127546399,1.73205080756888,2.23606797749979,1,1,0,0,0
"1919",4.12310562561766,1.73205080756888,1.50332963783729,1,1,0,0,0
"1920",4.47213595499958,1.73205080756888,1.7832554500127,0,1,0,0,0
"1921",1.73205080756888,2,2.23606797749979,0,0,0,0,1
"1922",4.47213595499958,1,1.24096736459909,0,1,0,0,0
"1923",2.82842712474619,1.4142135623731,1.05356537528527,0,1,0,0,0
"1924",3.16227766016838,0,0.830662386291807,1,0,0,1,0
"1925",4.47213595499958,1,1.09544511501033,0,1,0,0,0
"1926",1,1.4142135623731,1.45945195193264,1,1,0,0,0
"1927",4,1.73205080756888,2.23606797749979,1,0,1,0,0
"1928",4.35889894354067,1.4142135623731,1.33041346956501,1,0,1,0,0
"1929",1,2,2.23606797749979,0,0,0,0,1
"1930",3.3166247903554,0,1.00995049383621,0,0,0,1,0
"1932",3.46410161513775,1.73205080756888,1.4560219778561,0,0,0,1,0
"1933",4.47213595499958,1.73205080756888,1.79443584449264,1,1,0,0,0
"1934",1.4142135623731,1.73205080756888,2.2,1,1,0,0,0
"1935",4.47213595499958,2,1.79443584449264,1,1,0,0,0
"1937",1,1.4142135623731,0.92736184954957,0,0,1,0,0
"1938",1.4142135623731,1.4142135623731,2.23606797749979,1,0,0,1,0
"1939",3.60555127546399,0,0.714142842854285,0,0,0,1,0
"1940",4.47213595499958,1.73205080756888,2.23606797749979,1,1,0,0,0
"1941",0,1.73205080756888,1.73205080756888,0,0,1,0,0
"1942",4.47213595499958,1.4142135623731,1.4142135623731,0,1,0,0,0
"1943",4.47213595499958,1.73205080756888,0.9,0,1,0,0,0
"1944",3.16227766016838,1.73205080756888,1.95192212959431,0,0,0,0,1
"1945",2.44948974278318,1,1.43178210632764,1,1,0,0,0
"1946",1.4142135623731,1.73205080756888,2.2,0,0,1,0,0
"1947",4.47213595499958,1.73205080756888,1.9672315572906,1,1,0,0,0
"1948",2.23606797749979,1.4142135623731,2.23606797749979,0,0,1,0,0
"1949",1.4142135623731,1,0.836660026534076,1,1,0,0,0
"1950",0,1.4142135623731,1.72046505340853,0,1,0,0,0
"1951",0,2,1.51986841535707,1,0,0,0,1
"1952",1.73205080756888,1.73205080756888,2.23606797749979,1,0,1,0,0
"1953",4.47213595499958,1.73205080756888,1.10905365064094,1,1,0,0,0
"1955",4.47213595499958,1.73205080756888,0.974679434480896,1,1,0,0,0
"1956",3.60555127546399,1.73205080756888,1.43527000944073,1,0,0,1,0
"1958",2,0,0.781024967590665,1,0,0,1,0
"1960",3,1.4142135623731,1.31909059582729,1,0,1,0,0
"1961",2.64575131106459,2,2.23606797749979,1,0,0,0,1
"1962",4.47213595499958,1.73205080756888,1.37113092008021,0,1,0,0,0
"1963",2.64575131106459,2,2.23606797749979,1,0,0,1,0
"1965",1.73205080756888,2,2.23606797749979,0,0,0,1,0
"1966",4.47213595499958,2,2.23606797749979,1,1,0,0,0
"1967",2.23606797749979,2,2.23606797749979,0,1,0,0,0
"1968",3.16227766016838,1.4142135623731,1.13578166916005,1,0,1,0,0
"1969",2,1.73205080756888,1.4560219778561,1,0,1,0,0
"1970",4.47213595499958,2,1.81934053986603,0,1,0,0,0
"1972",1.4142135623731,1.4142135623731,1.49331845230681,1,1,0,0,0
"1974",4.47213595499958,1.4142135623731,1.49331845230681,0,1,0,0,0
"1980",2.64575131106459,1.73205080756888,0.948683298050514,0,1,0,0,0
"1981",2.64575131106459,1.73205080756888,1.67928556237467,1,1,0,0,0
"1982",4.12310562561766,2,1.50665191733194,0,1,0,0,0
"1983",1.73205080756888,1,1.82482875908947,1,0,0,1,0
"1984",1.4142135623731,2,2.14709105535839,0,0,1,0,0
"1985",4,1.73205080756888,1.10905365064094,1,1,0,0,0
"1986",1,1.4142135623731,0.905538513813742,1,1,0,0,0
"1987",3.60555127546399,1.73205080756888,1.95192212959431,0,0,0,1,0
"1988",3.16227766016838,1.73205080756888,1.38202749610853,0,1,0,0,0
"1989",3.3166247903554,1,0.92736184954957,0,0,0,1,0
"1991",3.46410161513775,1,1.01488915650922,0,1,0,0,0
"1992",2.44948974278318,0,1.11803398874989,0,0,0,1,0
"1993",4.47213595499958,1.73205080756888,2.06881608655772,0,1,0,0,0
"1994",3,1,1.26095202129185,0,0,0,1,0
"1995",4.47213595499958,1,1.13578166916005,0,1,0,0,0
"1996",4.47213595499958,1,1.95703857907809,0,1,0,0,0
"1997",0,1,0.842614977317636,1,0,1,0,0
"1998",3.16227766016838,1.4142135623731,0.921954445729289,0,0,0,0,1
"2000",3.60555127546399,2,0.877496438739212,1,0,0,0,1
"2001",4.47213595499958,1.73205080756888,1.17898261225516,1,1,0,0,0
"2002",2.23606797749979,1.73205080756888,1.24096736459909,0,0,0,1,0
"2003",3.60555127546399,1.73205080756888,1.5556349186104,1,1,0,0,0
"2004",3.60555127546399,2,1.19582607431014,0,0,0,0,1
"2005",2.82842712474619,2,1.25299640861417,1,0,1,0,0
"2006",4.24264068711928,1,1.4560219778561,1,0,0,1,0
"2008",1,1.4142135623731,1.75783958312469,1,0,0,1,0
"2009",0,1.4142135623731,1.79443584449264,1,0,0,1,0
"2010",2.23606797749979,1.73205080756888,1.9824227601599,1,1,0,0,0
"2011",1.73205080756888,2,1.46287388383278,1,1,0,0,0
"2012",2.64575131106459,1,2.0174241001832,0,0,1,0,0
"2013",0,2,1.63401346383682,0,0,1,0,0
"2014",3.60555127546399,1.4142135623731,2.03960780543711,1,0,0,1,0
"2015",4,1.73205080756888,1.74068951855292,1,0,1,0,0
"2016",1.4142135623731,1,0.932737905308881,1,0,1,0,0
"2017",3.16227766016838,2,2.23606797749979,1,1,0,0,0
"2018",4.47213595499958,1.73205080756888,2.23606797749979,0,1,0,0,0
"2019",4.24264068711928,2,2.23606797749979,1,1,0,0,0
"2020",4.47213595499958,1,1.62172747402269,0,0,0,1,0
"2022",3.87298334620742,1.4142135623731,1.50332963783729,0,1,0,0,0
"2025",3.74165738677394,1.73205080756888,1.76635217326557,0,1,0,0,0
"2026",0,0,1.50332963783729,1,0,0,1,0
"2028",1.73205080756888,1,2.23606797749979,0,0,0,0,1
"2029",0,1.73205080756888,1.2369316876853,0,0,1,0,0
"2030",1.4142135623731,0,1.16619037896906,1,0,0,1,0
"2031",4.47213595499958,1.4142135623731,1.33416640641263,0,1,0,0,0
"2032",4.47213595499958,1.4142135623731,1.4247806848775,1,1,0,0,0
"2033",3.46410161513775,1.73205080756888,1.06770782520313,0,1,0,0,0
"2034",4.47213595499958,1.4142135623731,0.842614977317636,1,1,0,0,0
"2035",4.47213595499958,2,2.23606797749979,1,0,0,0,1
"2036",3.74165738677394,1,0.916515138991168,1,1,0,0,0
"2037",2.44948974278318,1.4142135623731,1.3228756555323,1,0,1,0,0
"2038",2,2,1.13137084989848,1,1,0,0,0
"2039",1.73205080756888,1.4142135623731,1.46287388383278,1,0,1,0,0
"2040",1.4142135623731,1.73205080756888,1.75783958312469,0,0,0,1,0
"2041",2.64575131106459,1.73205080756888,2.01246117974981,0,1,0,0,0
"2042",1.4142135623731,2,1.70293863659264,1,1,0,0,0
"2044",3.74165738677394,1,1.93390796058137,1,1,0,0,0
"2048",4.47213595499958,0,1.49331845230681,1,1,0,0,0
"2049",2.23606797749979,1,2.23606797749979,0,1,0,0,0
"2050",2.23606797749979,2,2.23606797749979,1,0,1,0,0
"2051",3.46410161513775,2,1.86547581061776,1,0,0,0,1
"2052",4.47213595499958,2,1.93390796058137,0,1,0,0,0
"2053",0,2,2.23606797749979,1,1,0,0,0
"2054",3,1.73205080756888,1.7832554500127,1,1,0,0,0
"2055",0,2,2.23606797749979,0,0,1,0,0
"2056",2.23606797749979,2,1.54596248337403,0,1,0,0,0
"2057",2.23606797749979,2,2.23606797749979,1,1,0,0,0
"2058",4.35889894354067,2,1.22065556157337,1,1,0,0,0
"2059",1,1.4142135623731,1.51986841535707,0,0,0,0,1
"2061",2.82842712474619,1.73205080756888,1.04880884817015,0,0,0,1,0
"2062",3.87298334620742,2,1.80554700852678,0,1,0,0,0
"2063",4.47213595499958,1.4142135623731,1.47986485869487,0,1,0,0,0
"2066",0,1.73205080756888,2.23606797749979,1,1,0,0,0
"2067",2.82842712474619,1.73205080756888,2.23606797749979,1,0,0,1,0
"2069",4,1.4142135623731,1.59059737205869,0,1,0,0,0
"2070",2.44948974278318,1.73205080756888,1.6062378404209,1,0,0,1,0
"2072",4.47213595499958,1.73205080756888,1.79443584449264,0,1,0,0,0
"2073",4.47213595499958,1.4142135623731,1.40356688476182,1,1,0,0,0
"2075",4.47213595499958,0,1.10905365064094,1,0,0,1,0
"2076",1.73205080756888,2,2.23606797749979,1,1,0,0,0
"2077",4.47213595499958,1.4142135623731,1.24498995979887,1,1,0,0,0
"2080",2.23606797749979,0,1.13578166916005,1,0,0,1,0
"2082",3.60555127546399,2,1.4456832294801,0,1,0,0,0
"2084",2.64575131106459,1.4142135623731,1.37477270848675,0,1,0,0,0
"2085",1.73205080756888,2,1.08627804912002,1,1,0,0,0
"2086",1.4142135623731,0,2.08566536146142,1,0,0,1,0
"2087",2,1.4142135623731,1.9824227601599,0,1,0,0,0
"2089",3,1,1.00995049383621,0,0,0,1,0
"2090",3.87298334620742,1.73205080756888,1.20830459735946,1,1,0,0,0
"2091",2.23606797749979,1,1.51327459504216,0,0,1,0,0
"2092",2.44948974278318,1.73205080756888,1.03923048454133,1,1,0,0,0
"2093",4.12310562561766,0,1.09544511501033,1,1,0,0,0
"2094",1,0,0.435889894354067,0,0,0,1,0
"2097",2.64575131106459,1,1.3114877048604,0,0,0,1,0
"2098",2,1.73205080756888,1.38924439894498,0,1,0,0,0
"2099",1,1.4142135623731,1.12694276695846,1,0,1,0,0
"2101",0,1.73205080756888,2.23606797749979,1,0,1,0,0
"2102",2.82842712474619,0,0.781024967590665,1,0,1,0,0
"2103",4,0,0.877496438739212,1,0,0,1,0
"2105",1.73205080756888,1.73205080756888,1.70293863659264,1,0,0,1,0
"2106",3.87298334620742,2,1.6062378404209,1,0,0,0,1
"2107",4.47213595499958,1.4142135623731,1.86010752377383,1,1,0,0,0
"2109",1.73205080756888,0,1.12249721603218,0,0,0,1,0
"2111",1.73205080756888,1.4142135623731,0.678232998312527,0,0,1,0,0
"2112",1,1,0.774596669241483,1,0,1,0,0
"2113",4.24264068711928,1.73205080756888,1.18743420870379,0,0,0,0,1
"2115",2.82842712474619,1.73205080756888,1.21655250605964,1,1,0,0,0
"2117",3.46410161513775,2,1.70293863659264,1,0,0,0,1
"2119",2,1.73205080756888,1.38924439894498,1,0,0,1,0
"2120",3.60555127546399,2,1.113552872566,1,0,0,0,1
"2121",3,1.73205080756888,0.346410161513775,0,0,0,0,1
